By	Pth	Multipactor Order
0.007586	22968.200000	25.289800
0.003802	24218.200000	24.106600
0.005248	23905.700000	23.901300
0.007586	23280.700000	25.357300
0.002630	24843.300000	24.426900
0.001905	24843.300000	25.221300
0.001318	25155.800000	25.669100
0.000000	25780.800000	24.763800
0.001905	25155.800000	24.932100
0.007586	22968.200000	24.738100
0.003802	24218.200000	24.718100
0.001000	25468.300000	24.007800
0.001380	25468.300000	25.712000
0.003802	24530.800000	25.332400
0.001380	25780.800000	26.308700
0.001000	25468.300000	24.329500
0.005248	23905.700000	24.917800
0.001905	25155.800000	24.683100
0.007586	22968.200000	24.858400
0.005495	23593.200000	23.842300
0.002630	24530.800000	23.525700
0.003981	24218.200000	25.246700
0.001995	25155.800000	23.385700
0.001380	25155.800000	24.964100
0.007943	22968.200000	24.719700
0.001000	25468.300000	25.555200
0.005495	23905.700000	24.650400
0.001995	25155.800000	24.947100
0.003981	24218.200000	24.301800
0.007943	23280.700000	24.045100
0.002630	24843.300000	25.850600
0.001380	25468.300000	23.718700
0.001000	25468.300000	23.465000
0.005495	23593.200000	26.194500
0.003981	24530.800000	23.812000
0.007943	22968.200000	24.333200
0.001380	25155.800000	23.782000
0.001995	24843.300000	24.328700
0.001000	25468.300000	24.319700
0.005495	23593.200000	24.866300
0.007943	22968.200000	24.283700
0.003981	24218.200000	24.067000
0.005495	23905.700000	24.312200
0.007943	23280.700000	25.961600
0.001445	25155.800000	24.858700
0.003981	24218.200000	24.797900
0.005754	23593.200000	24.625000
0.001047	25468.300000	23.007000
0.001995	24843.300000	24.707000
0.002754	24843.300000	24.901800
0.001445	25155.800000	25.266400
0.001047	25468.300000	24.173000
0.008318	22968.200000	23.977200
0.004169	24218.200000	24.207900
0.001445	25468.300000	23.817500
0.005754	23905.700000	24.673400
0.001995	25155.800000	23.815500
0.004169	24218.200000	24.746100
0.008318	22968.200000	24.195800
0.005754	23593.200000	25.449100
0.001445	25155.800000	22.860700
0.002089	25155.800000	24.757100
0.008318	22968.200000	24.011800
0.005754	23905.700000	24.148000
0.002754	24530.800000	24.114600
0.001445	25155.800000	26.554100
0.001047	25468.300000	25.271300
0.002089	25155.800000	25.100700
0.005754	23593.200000	23.845700
0.004169	24218.200000	25.221000
0.001047	25468.300000	24.512800
0.006026	23593.200000	25.821900
0.004169	24530.800000	25.443200
0.001514	25155.800000	24.404400
0.001047	25468.300000	25.470900
0.008318	22655.700000	24.527300
0.004169	24218.200000	24.509000
0.006026	23593.200000	23.098900
0.002089	24843.300000	24.657600
0.002754	24843.300000	24.223000
0.001096	25155.800000	24.398400
0.006026	23593.200000	25.253000
0.002089	24843.300000	23.296200
0.001514	25155.800000	23.489200
0.006026	23905.700000	23.598400
0.001096	25468.300000	25.324300
0.002754	24843.300000	24.836700
0.008318	22968.200000	23.639200
0.002089	24843.300000	23.983600
0.001096	25780.800000	23.604900
0.001514	25155.800000	23.560200
0.002754	24843.300000	24.922600
0.006026	23593.200000	24.059800
0.008710	22968.200000	24.404500
0.001096	25468.300000	23.474400
0.002188	24843.300000	23.496600
0.006310	23593.200000	24.586200
0.001514	25155.800000	24.604800
0.001096	25468.300000	26.181700
0.008710	22968.200000	23.965200
0.006310	23280.700000	24.539100
0.002188	24843.300000	25.821000
0.004365	24218.200000	24.752700
0.006310	23593.200000	24.044500
0.001514	25155.800000	24.570500
0.002884	24530.800000	24.012300
0.001148	25468.300000	24.068400
0.006310	23593.200000	23.919800
0.001585	25155.800000	26.698200
0.002884	24843.300000	23.105200
0.001148	25468.300000	24.420800
0.008710	22655.700000	23.985900
0.006310	23593.200000	25.119300
0.004365	24218.200000	24.438500
0.002188	24843.300000	24.213700
0.004365	24218.200000	24.058100
0.001148	25468.300000	24.625400
0.008710	22968.200000	23.971400
0.006607	23280.700000	24.272800
0.004365	24218.200000	24.558100
0.001148	25468.300000	24.550300
0.001585	25155.800000	24.314100
0.006607	23593.200000	23.837400
0.002188	24843.300000	26.222700
0.002884	24530.800000	23.487200
0.008710	22968.200000	25.054900
0.004365	24218.200000	24.141500
0.006607	23593.200000	23.769800
0.001148	25468.300000	22.874800
0.009120	22968.200000	23.643100
0.002884	24843.300000	24.597600
0.001585	25155.800000	24.978500
0.002188	24843.300000	24.508200
0.004571	23905.700000	25.355100
0.001202	25468.300000	25.029700
0.009120	22968.200000	23.670800
0.004571	24218.200000	24.008000
0.002291	24843.300000	23.886100
0.001585	25155.800000	24.736700
0.002884	24530.800000	23.910700
0.009120	22655.700000	24.887000
0.002291	24843.300000	23.668600
0.006607	23280.700000	23.569600
0.001202	25468.300000	24.444000
0.003020	24530.800000	24.531200
0.001202	25468.300000	24.396100
0.002291	24843.300000	24.951100
0.001585	25155.800000	23.980500
0.009120	22655.700000	26.065000
0.004571	23905.700000	24.510400
0.003020	24530.800000	23.951600
0.006607	23280.700000	25.524800
0.001660	25468.300000	24.531900
0.003020	24530.800000	24.708400
0.002291	24843.300000	25.805000
0.001202	25155.800000	23.474800
0.009120	22655.700000	24.258500
0.001660	25155.800000	24.345400
0.004571	23905.700000	23.971100
0.003020	24530.800000	23.622500
0.006918	22968.200000	24.916100
0.009550	22968.200000	23.104800
0.001202	25468.300000	24.201200
0.001660	25155.800000	24.008900
0.006918	23593.200000	24.227600
0.004571	24218.200000	23.338600
0.002291	24843.300000	24.900600
0.003020	24530.800000	26.130900
0.006918	23593.200000	25.001300
0.001259	25155.800000	26.749400
0.009550	22655.700000	24.261800
0.003162	24530.800000	23.536700
0.001660	25155.800000	23.470700
0.001259	25468.300000	24.811200
0.006918	23280.700000	24.881700
0.001660	25155.800000	24.313900
0.009550	23280.700000	24.995800
0.003162	24530.800000	23.713200
0.002399	24843.300000	24.959200
0.001259	25468.300000	25.123500
0.004786	23905.700000	23.264900
0.009550	22968.200000	23.629300
0.004786	24218.200000	24.764300
0.001738	25155.800000	23.172000
0.002399	24843.300000	24.203500
0.001259	25468.300000	25.339300
0.009550	22968.200000	25.886500
0.003162	24530.800000	25.899200
0.006918	23280.700000	23.589300
0.002399	24843.300000	23.863900
0.010000	22655.700000	23.336400
0.007244	23905.700000	22.988500
0.001738	25155.800000	24.733400
0.004786	23905.700000	24.517400
0.001259	25468.300000	23.152400
0.002399	24843.300000	25.072600
0.003162	24530.800000	24.234500
0.007244	23280.700000	24.310000
0.010000	22655.700000	23.454800
0.001738	24843.300000	25.032400
0.010000	22343.200000	24.554900
0.010000	22655.700000	24.057400
0.003162	24530.800000	23.859700
0.001318	25468.300000	24.548600
0.010471	22655.700000	23.860500
0.003311	24843.300000	24.856300
0.004786	23905.700000	23.462000
0.010000	22343.200000	24.053300
0.001738	25155.800000	24.358100
0.004786	24218.200000	23.764400
0.001318	25468.300000	24.356500
0.014454	22343.200000	23.741800
0.010471	22655.700000	23.519300
0.003311	24530.800000	25.314600
0.002399	24843.300000	24.779200
0.019953	22030.700000	25.330000
0.014454	22343.200000	24.075700
0.001738	25155.800000	25.458700
0.005012	23905.700000	24.345700
0.010471	22655.700000	24.184300
0.019953	22655.700000	24.917900
0.002512	24843.300000	23.322900
0.010471	22968.200000	24.611100
0.014454	22343.200000	25.597900
0.003311	24530.800000	23.728900
0.001820	25155.800000	25.509000
0.014454	22343.200000	25.769900
0.020893	22030.700000	24.118200
0.002512	24843.300000	23.809800
0.010471	22968.200000	25.457400
0.003311	24530.800000	26.531600
0.005012	23905.700000	23.351700
0.020893	22343.200000	24.728800
0.015136	22343.200000	24.668700
0.002512	24843.300000	24.498300
0.010965	22343.200000	25.660200
0.020893	22343.200000	24.441500
0.002512	24843.300000	23.361800
0.015136	22343.200000	24.197400
0.010965	22655.700000	23.870600
0.020893	22343.200000	24.058100
0.005012	23905.700000	26.111600
0.003311	24530.800000	24.047200
0.010965	22968.200000	24.464500
0.001820	25155.800000	24.119500
0.020893	22655.700000	23.424500
0.005012	24218.200000	24.717700
0.021878	22343.200000	24.239200
0.005012	24218.200000	25.412800
0.015136	22343.200000	24.020600
0.003467	24530.800000	24.071700
0.001820	24843.300000	23.601900
0.021878	22968.200000	23.376100
0.028840	22343.200000	24.861600
0.010965	22655.700000	26.207600
0.015136	22343.200000	24.248100
0.021878	22343.200000	24.152300
0.002512	24843.300000	24.445800
0.028840	22343.200000	25.278100
0.001820	25155.800000	24.187100
0.003467	24530.800000	25.012500
0.010965	22343.200000	24.900400
0.015136	22655.700000	23.925900
0.021878	22655.700000	24.652700
0.002630	24843.300000	23.579700
0.021878	22343.200000	24.603700
0.039811	22343.200000	25.512000
0.028840	22030.700000	23.808300
0.015849	22343.200000	24.042000
0.054954	22655.700000	23.271600
0.011482	22343.200000	24.221100
0.039811	22030.700000	23.806000
0.028840	22655.700000	23.659200
0.015849	22343.200000	24.860700
0.057544	22343.200000	24.041600
0.022909	22030.700000	25.655400
0.015849	23280.700000	24.181300
0.028840	22343.200000	23.702500
0.057544	22343.200000	23.912900
0.039811	22030.700000	24.147200
0.022909	22343.200000	23.323500
0.011482	22655.700000	25.485200
0.030200	22030.700000	24.459900
0.022909	22655.700000	24.139300
0.057544	21718.200000	23.791000
0.041687	22030.700000	25.139300
0.015849	22343.200000	24.238700
0.030200	22343.200000	23.486300
0.022909	22655.700000	24.543900
0.003467	24218.200000	24.579200
0.030200	22343.200000	23.900000
0.015849	22655.700000	23.836900
0.057544	22343.200000	29.342700
0.022909	22655.700000	24.024900
0.011482	22343.200000	24.906000
0.030200	22343.200000	24.056400
0.041687	22030.700000	24.388700
0.057544	22655.700000	23.850700
0.030200	22343.200000	24.139500
0.023988	22343.200000	23.135800
0.011482	22343.200000	23.426700
0.016596	22655.700000	24.821800
0.041687	22343.200000	24.339400
0.031623	22343.200000	24.577100
0.060256	22343.200000	24.574000
0.011482	22968.200000	23.656400
0.003467	24218.200000	23.502200
0.016596	22655.700000	24.867500
0.041687	22030.700000	24.874700
0.023988	22030.700000	24.304100
0.012023	22655.700000	24.446000
0.060256	22030.700000	25.556900
0.031623	21718.200000	24.452300
0.016596	22655.700000	23.875000
0.023988	22343.200000	24.423700
0.003467	24530.800000	25.196700
0.060256	22655.700000	23.980900
0.031623	22343.200000	25.548100
0.012023	22655.700000	24.891400
0.041687	22030.700000	23.924800
0.023988	22343.200000	24.871500
0.016596	22343.200000	24.634400
0.031623	22343.200000	24.626100
0.043652	22343.200000	23.308100
0.060256	22343.200000	23.783000
0.003631	24530.800000	24.040900
0.012023	22343.200000	24.774200
0.060256	22343.200000	24.045000
0.023988	22655.700000	24.671700
0.016596	22655.700000	24.254400
0.043652	22343.200000	24.726800
0.063096	22343.200000	23.049400
0.012023	22655.700000	23.618500
0.025119	22343.200000	23.459500
0.043652	22343.200000	23.790100
0.003631	24530.800000	24.656000
0.017378	22343.200000	23.636600
0.031623	22030.700000	23.801700
0.043652	22343.200000	24.404700
0.025119	22968.200000	22.634300
0.012023	22343.200000	25.095000
0.063096	22030.700000	23.652500
0.017378	22343.200000	25.190600
0.033113	22343.200000	25.407100
0.012589	22343.200000	23.462300
0.043652	22655.700000	24.844400
0.025119	22343.200000	24.550400
0.003631	24530.800000	23.239000
0.033113	22343.200000	22.850800
0.063096	22655.700000	25.162600
0.045709	22030.700000	23.912200
0.012589	22655.700000	24.228800
0.025119	22343.200000	25.310800
0.017378	22655.700000	24.717900
0.033113	22343.200000	23.490800
0.079433	22343.200000	24.444600
0.079433	22343.200000	25.213000
0.025119	22343.200000	25.289000
0.033113	22343.200000	24.148300
0.012589	22655.700000	25.371100
0.045709	22030.700000	24.183400
0.033113	22343.200000	25.612000
0.079433	22655.700000	25.707100
0.063096	21718.200000	24.077000
0.026303	22343.200000	25.082800
0.045709	22343.200000	25.055900
0.012589	22343.200000	23.863400
0.034674	22343.200000	23.990200
0.063096	22343.200000	24.457500
0.017378	22343.200000	23.949600
0.045709	22343.200000	23.699000
0.026303	22655.700000	23.635400
0.034674	22343.200000	23.513800
0.012589	22655.700000	23.741600
0.079433	22030.700000	23.925800
0.017378	22343.200000	25.210400
0.066069	22030.700000	24.086400
0.045709	22655.700000	24.414100
0.026303	22655.700000	24.504100
0.013183	22655.700000	23.446200
0.034674	22030.700000	23.987300
0.083176	22655.700000	25.457300
0.047863	22030.700000	25.400100
0.018197	22655.700000	24.376000
0.066069	21718.200000	24.175300
0.083176	22343.200000	24.751800
0.026303	22030.700000	24.193200
0.034674	22343.200000	23.953400
0.047863	22030.700000	23.280800
0.018197	22655.700000	24.329400
0.066069	21718.200000	24.736600
0.013183	22655.700000	24.594800
0.083176	22655.700000	24.216300
0.026303	22655.700000	23.503700
0.034674	22655.700000	24.705500
0.066069	22343.200000	23.356700
0.047863	22343.200000	24.005900
0.018197	22655.700000	23.895500
0.027542	22343.200000	24.294300
0.013183	22655.700000	24.427600
0.083176	22343.200000	24.463100
0.066069	22343.200000	24.096600
0.047863	22343.200000	23.877300
0.027542	22343.200000	25.247600
0.013183	22968.200000	23.498900
0.036308	22343.200000	23.411500
0.083176	22968.200000	25.187400
0.069183	22655.700000	25.242500
0.018197	22655.700000	25.219600
0.047863	22343.200000	24.036000
0.036308	22655.700000	24.228900
0.013183	22655.700000	23.540500
0.050119	22655.700000	22.695300
0.087096	22030.700000	23.903900
0.018197	22343.200000	24.240400
0.069183	21718.200000	24.725600
0.036308	22655.700000	24.735500
0.013804	22655.700000	23.945200
0.050119	22343.200000	25.090900
0.050119	22343.200000	24.434200
0.019055	22655.700000	23.919000
0.069183	22030.700000	25.032500
0.087096	22030.700000	24.185200
0.036308	22343.200000	23.261300
0.050119	22655.700000	23.421100
0.013804	22655.700000	24.890700
0.087096	22343.200000	26.237000
0.019055	22343.200000	24.059000
0.069183	22655.700000	25.819800
0.027542	22030.700000	25.138300
0.036308	22030.700000	24.451300
0.087096	22655.700000	24.822000
0.019055	22655.700000	24.773900
0.069183	22030.700000	23.842300
0.027542	22655.700000	24.174800
0.038019	22030.700000	23.466800
0.087096	22343.200000	23.819600
0.013804	22343.200000	24.765200
0.072444	22343.200000	25.102700
0.019055	22343.200000	24.590400
0.050119	22030.700000	24.136000
0.072444	22343.200000	24.144100
0.013804	22343.200000	25.528300
0.038019	22030.700000	23.772400
0.091201	21718.200000	24.995200
0.019055	22343.200000	24.524600
0.052481	22343.200000	23.301700
0.072444	22655.700000	24.002700
0.038019	22968.200000	25.108200
0.013804	22343.200000	24.388700
0.091201	22343.200000	24.303900
0.019953	22655.700000	23.211800
0.052481	22655.700000	25.535600
0.072444	22030.700000	24.019300
0.038019	22655.700000	25.072800
0.052481	22343.200000	23.907400
0.091201	22343.200000	23.977700
0.014454	22655.700000	22.752500
0.019953	22343.200000	24.016300
0.072444	22655.700000	25.298100
0.052481	22343.200000	23.628600
0.038019	22343.200000	23.959700
0.109648	22030.700000	23.742700
0.091201	22655.700000	24.035900
0.019953	22343.200000	25.127100
0.052481	22343.200000	23.014600
0.039811	23280.700000	23.823600
0.075858	22030.700000	25.325100
0.039811	22655.700000	23.397100
0.158489	22030.700000	24.184100
0.091201	22030.700000	25.391000
0.109648	22343.200000	24.016400
0.075858	22343.200000	24.996300
0.054954	22030.700000	25.397100
0.158489	22343.200000	24.045900
0.114815	22343.200000	25.129900
0.218776	22343.200000	24.442900
0.095499	22343.200000	25.973700
0.027542	22343.200000	24.104200
0.075858	22343.200000	23.617800
0.054954	22343.200000	23.359100
0.114815	22343.200000	24.389300
0.218776	22655.700000	24.282800
0.095499	22343.200000	23.978700
0.054954	22655.700000	24.514700
0.158489	22030.700000	23.941200
0.114815	22343.200000	24.899700
0.095499	22343.200000	23.654900
0.075858	21718.200000	24.234200
0.054954	22655.700000	23.634400
0.158489	22655.700000	24.122300
0.114815	22030.700000	23.856200
0.158489	22343.200000	23.909500
0.095499	22343.200000	25.737200
0.075858	21718.200000	25.210800
0.301995	22030.700000	24.238200
0.218776	22030.700000	25.577700
0.095499	22343.200000	25.107100
0.316228	22343.200000	24.357100
0.100000	22343.200000	23.930700
0.079433	21718.200000	24.457500
0.436516	22030.700000	25.184000
0.229087	22030.700000	23.937300
0.316228	22343.200000	24.024200
0.114815	22343.200000	24.645100
0.229087	22655.700000	25.112600
0.100000	22030.700000	24.939300
0.602560	22343.200000	23.192600
0.165959	22030.700000	25.054500
0.100000	22655.700000	22.569200
0.436516	22030.700000	24.752900
0.229087	22655.700000	24.479900
0.316228	22030.700000	24.587100
0.120226	22343.200000	23.776300
0.165959	22343.200000	24.165700
0.316228	22343.200000	25.460000
0.229087	22655.700000	23.101600
0.100000	22030.700000	23.867400
0.165959	22343.200000	25.153100
0.120226	22030.700000	23.412800
0.100000	22343.200000	24.014700
0.316228	22343.200000	23.803600
0.165959	22343.200000	23.381200
0.602560	22030.700000	25.103900
0.229087	22030.700000	24.142700
0.436516	21718.200000	25.026500
0.120226	22655.700000	24.042200
0.104713	22343.200000	24.282200
0.165959	22968.200000	23.380600
0.104713	22343.200000	23.833200
0.239883	22343.200000	24.176200
0.120226	22655.700000	22.918000
0.331131	22655.700000	25.327500
0.630957	22343.200000	24.622900
0.173780	22655.700000	24.531400
0.104713	22030.700000	24.130700
0.436516	22343.200000	25.028000
0.173780	22343.200000	25.811300
0.104713	22343.200000	23.719100
0.331131	22030.700000	23.759100
0.120226	21718.200000	23.767800
0.239883	22030.700000	23.787400
0.630957	22343.200000	24.523400
0.457088	22655.700000	22.702000
0.173780	22030.700000	23.930200
0.104713	22655.700000	24.192900
0.331131	22343.200000	24.239400
0.109648	22343.200000	23.882700
0.125893	22030.700000	23.977900
0.173780	22343.200000	24.534300
0.457088	22343.200000	24.895600
0.239883	22343.200000	26.260200
0.125893	21718.200000	24.878700
0.109648	22343.200000	24.269100
0.331131	22655.700000	24.114300
0.173780	22343.200000	23.511300
0.331131	22343.200000	24.020800
0.109648	22655.700000	24.306400
0.239883	22030.700000	25.150600
0.630957	22030.700000	23.790100
0.181970	22655.700000	24.965000
0.457088	22655.700000	23.347500
0.239883	22343.200000	23.971800
0.181970	22030.700000	23.675600
0.251189	22655.700000	23.764900
0.457088	22343.200000	25.925000
0.630957	22968.200000	24.369600
0.870964	22343.200000	25.366300
0.181970	22655.700000	22.665700
0.125893	22030.700000	23.472800
0.181970	22343.200000	23.633600
0.251189	22030.700000	23.614500
0.630957	22343.200000	24.033200
0.125893	22030.700000	24.615400
0.346737	22030.700000	23.618300
0.457088	22655.700000	23.519400
0.251189	22968.200000	24.928000
0.125893	21405.700000	24.149400
0.181970	22343.200000	23.705000
0.131826	20155.600000	27.003300
0.346737	22655.700000	24.305000
0.131826	18593.100000	29.357700
0.478630	22655.700000	23.145200
0.251189	22655.700000	25.002200
0.131826	17030.500000	29.614600
0.190546	22655.700000	23.940700
0.131826	17655.600000	29.785900
0.660693	22343.200000	24.236700
0.131826	17343.000000	29.463700
0.190546	22343.200000	25.175100
0.870964	21718.200000	23.297700
0.251189	22343.200000	23.683300
0.478630	22343.200000	24.733700
0.346737	22030.700000	23.151800
0.138038	21405.700000	24.317200
0.660693	22343.200000	24.216600
0.190546	22030.700000	23.478600
0.263027	22030.700000	24.930200
0.346737	22030.700000	23.899700
0.478630	22343.200000	24.422800
0.138038	21405.700000	24.005100
0.870964	22343.200000	24.794100
0.263027	22655.700000	24.475200
0.190546	22655.700000	24.379200
0.346737	22343.200000	23.699100
0.190546	22343.200000	23.494600
0.138038	21405.700000	24.449300
0.263027	22030.700000	24.441100
0.363078	22343.200000	23.867200
0.660693	22030.700000	24.360200
0.478630	22655.700000	24.897400
0.199526	22655.700000	23.951000
0.138038	22030.700000	24.471900
0.138038	21718.200000	23.734100
0.263027	22030.700000	23.926700
0.870964	22655.700000	24.501700
0.199526	22655.700000	22.935000
0.363078	22343.200000	24.602200
0.144544	22343.200000	24.505200
0.478630	22655.700000	24.040000
0.144544	22343.200000	24.801000
0.660693	22655.700000	23.484400
0.199526	22655.700000	24.260800
0.199526	22343.200000	25.180900
0.363078	22030.700000	24.249900
0.501187	22655.700000	24.445200
0.660693	22655.700000	23.130100
0.144544	22030.700000	25.314200
0.199526	22655.700000	23.961200
0.501187	22343.200000	24.782300
0.263027	21718.200000	25.449300
0.144544	22030.700000	25.159800
0.208930	22343.200000	25.247700
0.275423	22655.700000	23.776000
0.144544	22030.700000	25.689400
0.691831	22343.200000	24.518800
0.363078	22030.700000	24.509200
0.501187	22655.700000	24.145500
0.208930	22030.700000	24.041500
0.363078	22968.200000	24.632800
0.151356	22655.700000	24.613000
0.501187	22343.200000	24.961500
0.208930	22655.700000	24.912500
0.151356	22343.200000	23.192500
0.208930	22655.700000	23.936300
0.151356	22655.700000	25.032600
0.275423	22343.200000	24.773600
0.691831	22030.700000	23.970500
0.501187	22030.700000	24.453600
0.208930	22343.200000	23.418200
0.151356	22343.200000	23.796700
0.275423	22343.200000	23.701100
0.218776	22655.700000	22.102200
0.151356	22343.200000	23.373400
0.275423	22343.200000	23.869500
0.691831	22343.200000	24.250800
0.275423	22343.200000	22.916800
0.218776	22655.700000	26.017000
0.524807	22655.700000	23.573600
0.288403	22655.700000	24.192100
0.524807	22343.200000	24.043100
1.202264	22343.200000	23.872900
0.380189	22030.700000	23.738200
0.691831	22030.700000	24.053900
0.870964	21405.700000	25.344400
0.288403	22655.700000	25.406700
0.380189	22655.700000	24.811000
0.288403	22655.700000	25.297300
0.912011	22968.200000	23.678100
0.288403	22030.700000	25.271300
0.380189	22030.700000	24.783900
1.659587	21718.200000	22.454900
0.288403	22343.200000	24.692500
0.380189	22343.200000	24.286100
0.912011	22655.700000	25.683400
0.301995	22343.200000	24.301300
0.380189	22343.200000	24.385900
0.524807	22030.700000	25.818800
0.691831	22030.700000	24.228200
0.524807	22968.200000	23.606900
0.301995	22343.200000	24.761000
0.398107	22030.700000	24.630300
1.202264	22030.700000	24.597700
0.724436	22343.200000	24.691900
0.524807	22343.200000	25.250700
0.301995	22030.700000	24.826600
0.398107	22655.700000	23.673000
1.737801	22655.700000	24.860000
0.724436	22343.200000	23.582300
0.398107	22343.200000	23.189600
0.912011	22030.700000	23.177600
1.202264	22968.200000	23.395500
0.301995	22655.700000	25.087600
0.549541	22655.700000	24.291000
0.724436	21718.200000	23.503600
1.258925	22343.200000	24.230200
0.549541	22343.200000	23.974000
0.398107	22030.700000	25.169200
1.737801	22343.200000	24.083400
0.912011	22030.700000	23.821000
0.724436	22343.200000	25.226800
0.398107	22030.700000	25.649700
2.398833	22343.200000	24.425400
0.912011	22343.200000	22.732400
0.549541	22030.700000	22.880600
0.724436	22655.700000	24.450500
0.123000	22030.700000	24.283800
0.121500	22343.200000	24.253900
0.120000	22343.200000	23.143000
0.124500	22030.700000	24.062200
0.124000	22030.700000	24.961200
0.123000	22343.200000	24.222900
0.120000	22343.200000	24.285900
0.120500	22030.700000	22.904600
0.121500	21718.200000	25.117300
0.122000	22030.700000	23.916800
0.124000	22030.700000	24.502600
0.124500	21718.200000	24.572300
0.123000	22030.700000	24.337600
0.125000	22343.200000	22.895300
0.121500	22655.700000	23.507400
0.120000	22030.700000	23.912300
0.122500	22030.700000	23.877300
0.123500	22030.700000	23.424300
0.120000	22343.200000	23.656800
0.120500	21718.200000	24.122300
0.125000	21718.200000	23.926200
0.121500	22030.700000	23.419500
0.122500	22655.700000	25.256200
0.124000	21718.200000	25.448200
0.125000	21718.200000	23.304600
0.123500	22343.200000	24.234400
0.120000	22030.700000	24.820200
0.124000	22655.700000	23.401500
0.122500	21718.200000	25.183200
0.125000	21718.200000	23.896500
0.122500	22030.700000	23.927000
0.123500	22030.700000	25.860100
0.124000	22030.700000	24.775900
0.125000	21718.200000	24.420600
0.120500	22030.700000	23.625700
0.122500	22343.200000	23.842800
0.122000	22030.700000	24.564100
0.123500	22030.700000	23.865000
0.123000	22030.700000	23.773500
0.123500	21718.200000	23.641500
0.125500	21718.200000	24.291800
0.122000	21718.200000	24.171700
0.121000	21718.200000	24.722400
0.120500	22030.700000	23.814600
0.124500	22030.700000	25.286100
0.123000	21718.200000	24.219300
0.126000	21718.200000	23.994000
0.127000	21093.200000	25.112400
0.122000	22030.700000	24.878700
0.124500	21718.200000	23.073800
0.120500	22655.700000	23.070900
0.121000	22030.700000	24.510600
0.126500	22030.700000	24.132100
0.128000	21093.200000	24.120100
0.122000	22343.200000	25.115900
0.128000	21405.700000	24.489800
