"PowerMultiplier []","Time [ns]","Particles []"
5010,10.025,nan
5010,10.0375,nan
5010,10.05,nan
5010,10.0625,nan
5010,10.075,nan
5010,10.0875,nan
5010,10.1,nan
5010,10.1125,nan
5010,10.125,nan
5010,10.1375,nan
5010,10.15,nan
5010,10.1625,nan
5010,10.175,nan
5010,10.1875,nan
5010,10.2,nan
5010,10.2125,nan
5010,10.225,nan
5010,10.2375,nan
5010,10.25,nan
5010,10.2625,nan
5010,10.275,nan
5010,10.2875,nan
5010,10.3,nan
5010,10.3125,nan
5010,10.325,nan
5010,10.3375,nan
5010,10.35,nan
5010,10.3625,nan
5010,10.375,nan
5010,10.3875,nan
5010,10.4,nan
5010,10.4125,nan
5010,10.425,nan
5010,10.4375,nan
5010,10.45,nan
5010,10.4625,nan
5010,10.475,nan
5010,10.4875,nan
5010,10.5,nan
5010,10.5125,nan
5010,10.525,nan
5010,10.5375,nan
5010,10.55,nan
5010,10.5625,nan
5010,10.575,nan
5010,10.5875,nan
5010,10.6,nan
5010,10.6125,nan
5010,10.625,nan
5010,10.6375,nan
5010,10.65,nan
5010,10.6625,nan
5010,10.675,nan
5010,10.6875,nan
5010,10.7,nan
5010,10.7125,nan
5010,10.725,nan
5010,10.7375,nan
5010,10.75,nan
5010,10.7625,nan
5010,10.775,nan
5010,10.7875,nan
5010,10.8,nan
5010,10.8125,nan
5010,10.825,nan
5010,10.8375,nan
5010,10.85,nan
5010,10.8625,nan
5010,10.875,nan
5010,10.8875,nan
5010,10.9,nan
5010,10.9125,nan
5010,10.925,nan
5010,10.9375,nan
5010,10.95,nan
5010,10.9625,nan
5010,10.975,nan
5010,10.9875,nan
5010,11,nan
5010,11.0125,nan
5010,11.025,nan
5010,11.0375,nan
5010,11.05,nan
5010,11.0625,nan
5010,11.075,nan
5010,11.0875,nan
5010,11.1,nan
5010,11.1125,nan
5010,11.125,nan
5010,11.1375,nan
5010,11.15,nan
5010,11.1625,nan
5010,11.175,nan
5010,11.1875,nan
5010,11.2,nan
5010,11.2125,nan
5010,11.225,nan
5010,11.2375,nan
5010,11.25,nan
5010,11.2625,nan
5010,11.275,nan
5010,11.2875,nan
5010,11.3,nan
5010,11.3125,nan
5010,11.325,nan
5010,11.3375,nan
5010,11.35,nan
5010,11.3625,nan
5010,11.375,nan
5010,11.3875,nan
5010,11.4,nan
5010,11.4125,nan
5010,11.425,nan
5010,11.4375,nan
5010,11.45,nan
5010,11.4625,nan
5010,11.475,nan
5010,11.4875,nan
5010,11.5,nan
5010,11.5125,nan
5010,11.525,nan
5010,11.5375,nan
5010,11.55,nan
5010,11.5625,nan
5010,11.575,nan
5010,11.5875,nan
5010,11.6,nan
5010,11.6125,nan
5010,11.625,nan
5010,11.6375,nan
5010,11.65,nan
5010,11.6625,nan
5010,11.675,nan
5010,11.6875,nan
5010,11.7,nan
5010,11.7125,nan
5010,11.725,nan
5010,11.7375,nan
5010,11.75,nan
5010,11.7625,nan
5010,11.775,nan
5010,11.7875,nan
5010,11.8,nan
5010,11.8125,nan
5010,11.825,nan
5010,11.8375,nan
5010,11.85,nan
5010,11.8625,nan
5010,11.875,nan
5010,11.8875,nan
5010,11.9,nan
5010,11.9125,nan
5010,11.925,nan
5010,11.9375,nan
5010,11.95,nan
5010,11.9625,nan
5010,11.975,nan
5010,11.9875,nan
5010,12,nan
5010,12.0125,nan
5010,12.025,nan
5010,12.0375,nan
5010,12.05,nan
5010,12.0625,nan
5010,12.075,nan
5010,12.0875,nan
5010,12.1,nan
5010,12.1125,nan
5010,12.125,nan
5010,12.1375,nan
5010,12.15,nan
5010,12.1625,nan
5010,12.175,nan
5010,12.1875,nan
5010,12.2,nan
5010,12.2125,nan
5010,12.225,nan
5010,12.2375,nan
5010,12.25,nan
5010,12.2625,nan
5010,12.275,nan
5010,12.2875,nan
5010,12.3,nan
5010,12.3125,nan
5010,12.325,nan
5010,12.3375,nan
5010,12.35,nan
5010,12.3625,nan
5010,12.375,nan
5010,12.3875,nan
5010,12.4,nan
5010,12.4125,nan
5010,12.425,nan
5010,12.4375,nan
5010,12.45,nan
5010,12.4625,nan
5010,12.475,nan
5010,12.4875,nan
5010,12.5,nan
5010,12.5125,nan
5010,12.525,nan
5010,12.5375,nan
5010,12.55,nan
5010,12.5625,nan
5010,12.575,nan
5010,12.5875,nan
5010,12.6,nan
5010,12.6125,nan
5010,12.625,nan
5010,12.6375,nan
5010,12.65,nan
5010,12.6625,nan
5010,12.675,nan
5010,12.6875,nan
5010,12.7,nan
5010,12.7125,nan
5010,12.725,nan
5010,12.7375,nan
5010,12.75,nan
5010,12.7625,nan
5010,12.775,nan
5010,12.7875,nan
5010,12.8,nan
5010,12.8125,nan
5010,12.825,nan
5010,12.8375,nan
5010,12.85,nan
5010,12.8625,nan
5010,12.875,nan
5010,12.8875,nan
5010,12.9,nan
5010,12.9125,nan
5010,12.925,nan
5010,12.9375,nan
5010,12.95,nan
5010,12.9625,nan
5010,12.975,nan
5010,12.9875,nan
5010,13,nan
5010,13.0125,nan
5010,13.025,nan
5010,13.0375,nan
5010,13.05,nan
5010,13.0625,nan
5010,13.075,nan
5010,13.0875,nan
5010,13.1,nan
5010,13.1125,nan
5010,13.125,nan
5010,13.1375,nan
5010,13.15,nan
5010,13.1625,nan
5010,13.175,nan
5010,13.1875,nan
5010,13.2,nan
5010,13.2125,nan
5010,13.225,nan
5010,13.2375,nan
5010,13.25,nan
5010,13.2625,nan
5010,13.275,nan
5010,13.2875,nan
5010,13.3,nan
5010,13.3125,nan
5010,13.325,nan
5010,13.3375,nan
5010,13.35,nan
5010,13.3625,nan
5010,13.375,nan
5010,13.3875,nan
5010,13.4,nan
5010,13.4125,nan
5010,13.425,nan
5010,13.4375,nan
5010,13.45,nan
5010,13.4625,nan
5010,13.475,nan
5010,13.4875,nan
5010,13.5,nan
5010,13.5125,nan
5010,13.525,nan
5010,13.5375,nan
5010,13.55,nan
5010,13.5625,nan
5010,13.575,nan
5010,13.5875,nan
5010,13.6,nan
5010,13.6125,nan
5010,13.625,nan
5010,13.6375,nan
5010,13.65,nan
5010,13.6625,nan
5010,13.675,nan
5010,13.6875,nan
5010,13.7,nan
5010,13.7125,nan
5010,13.725,nan
5010,13.7375,nan
5010,13.75,nan
5010,13.7625,nan
5010,13.775,nan
5010,13.7875,nan
5010,13.8,nan
5010,13.8125,nan
5010,13.825,nan
5010,13.8375,nan
5010,13.85,nan
5010,13.8625,nan
5010,13.875,nan
5010,13.8875,nan
5010,13.9,nan
5010,13.9125,nan
5010,13.925,nan
5010,13.9375,nan
5010,13.95,nan
5010,13.9625,nan
5010,13.975,nan
5010,13.9875,nan
5010,14,nan
5010,14.0125,nan
5010,14.025,nan
5010,14.0375,nan
5010,14.05,nan
5010,14.0625,nan
5010,14.075,nan
5010,14.0875,nan
5010,14.1,nan
5010,14.1125,nan
5010,14.125,nan
5010,14.1375,nan
5010,14.15,nan
5010,14.1625,nan
5010,14.175,nan
5010,14.1875,nan
5010,14.2,nan
5010,14.2125,nan
5010,14.225,nan
5010,14.2375,nan
5010,14.25,nan
5010,14.2625,nan
5010,14.275,nan
5010,14.2875,nan
5010,14.3,nan
5010,14.3125,nan
5010,14.325,nan
5010,14.3375,nan
5010,14.35,nan
5010,14.3625,nan
5010,14.375,nan
5010,14.3875,nan
5010,14.4,nan
5010,14.4125,nan
5010,14.425,nan
5010,14.4375,nan
5010,14.45,nan
5010,14.4625,nan
5010,14.475,nan
5010,14.4875,nan
5010,14.5,nan
5010,14.5125,nan
5010,14.525,nan
5010,14.5375,nan
5010,14.55,nan
5010,14.5625,nan
5010,14.575,nan
5010,14.5875,nan
5010,14.6,nan
5010,14.6125,nan
5010,14.625,nan
5010,14.6375,nan
5010,14.65,nan
5010,14.6625,nan
5010,14.675,nan
5010,14.6875,nan
5010,14.7,nan
5010,14.7125,nan
5010,14.725,nan
5010,14.7375,nan
5010,14.75,nan
5010,14.7625,nan
5010,14.775,nan
5010,14.7875,nan
5010,14.8,nan
5010,14.8125,nan
5010,14.825,nan
5010,14.8375,nan
5010,14.85,nan
5010,14.8625,nan
5010,14.875,nan
5010,14.8875,nan
5010,14.9,nan
5010,14.9125,nan
5010,14.925,nan
5010,14.9375,nan
5010,14.95,nan
5010,14.9625,nan
5010,14.975,nan
5010,14.9875,nan
5010,15,nan
5010,15.0125,nan
5010,15.025,nan
5010,15.0375,nan
5010,15.05,nan
5010,15.0625,nan
5010,15.075,nan
5010,15.0875,nan
5010,15.1,nan
5010,15.1125,nan
5010,15.125,nan
5010,15.1375,nan
5010,15.15,nan
5010,15.1625,nan
5010,15.175,nan
5010,15.1875,nan
5010,15.2,nan
5010,15.2125,nan
5010,15.225,nan
5010,15.2375,nan
5010,15.25,nan
5010,15.2625,nan
5010,15.275,nan
5010,15.2875,nan
5010,15.3,nan
5010,15.3125,nan
5010,15.325,nan
5010,15.3375,nan
5010,15.35,nan
5010,15.3625,nan
5010,15.375,nan
5010,15.3875,nan
5010,15.4,nan
5010,15.4125,nan
5010,15.425,nan
5010,15.4375,nan
5010,15.45,nan
5010,15.4625,nan
5010,15.475,nan
5010,15.4875,nan
5010,15.5,nan
5010,15.5125,nan
5010,15.525,nan
5010,15.5375,nan
5010,15.55,nan
5010,15.5625,nan
5010,15.575,nan
5010,15.5875,nan
5010,15.6,nan
5010,15.6125,nan
5010,15.625,nan
5010,15.6375,nan
5010,15.65,nan
5010,15.6625,nan
5010,15.675,nan
5010,15.6875,nan
5010,15.7,nan
5010,15.7125,nan
5010,15.725,nan
5010,15.7375,nan
5010,15.75,nan
5010,15.7625,nan
5010,15.775,nan
5010,15.7875,nan
5010,15.8,nan
5010,15.8125,nan
5010,15.825,nan
5010,15.8375,nan
5010,15.85,nan
5010,15.8625,nan
5010,15.875,nan
5010,15.8875,nan
5010,15.9,nan
5010,15.9125,nan
5010,15.925,nan
5010,15.9375,nan
5010,15.95,nan
5010,15.9625,nan
5010,15.975,nan
5010,15.9875,nan
5010,16,nan
5010,16.0125,nan
5010,16.025,nan
5010,16.0375,nan
5010,16.05,nan
5010,16.0625,nan
5010,16.075,nan
5010,16.0875,nan
5010,16.1,nan
5010,16.1125,nan
5010,16.125,nan
5010,16.1375,nan
5010,16.15,nan
5010,16.1625,nan
5010,16.175,nan
5010,16.1875,nan
5010,16.2,nan
5010,16.2125,nan
5010,16.225,nan
5010,16.2375,nan
5010,16.25,nan
5010,16.2625,nan
5010,16.275,nan
5010,16.2875,nan
5010,16.3,nan
5010,16.3125,nan
5010,16.325,nan
5010,16.3375,nan
5010,16.35,nan
5010,16.3625,nan
5010,16.375,nan
5010,16.3875,nan
5010,16.4,nan
5010,16.4125,nan
5010,16.425,nan
5010,16.4375,nan
5010,16.45,nan
5010,16.4625,nan
5010,16.475,nan
5010,16.4875,nan
5010,16.5,nan
5010,16.5125,nan
5010,16.525,nan
5010,16.5375,nan
5010,16.55,nan
5010,16.5625,nan
5010,16.575,nan
5010,16.5875,nan
5010,16.6,nan
5010,16.6125,nan
5010,16.625,nan
5010,16.6375,nan
5010,16.65,nan
5010,16.6625,nan
5010,16.675,nan
5010,16.6875,nan
5010,16.7,nan
5010,16.7125,nan
5010,16.725,nan
5010,16.7375,nan
5010,16.75,nan
5010,16.7625,nan
5010,16.775,nan
5010,16.7875,nan
5010,16.8,nan
5010,16.8125,nan
5010,16.825,nan
5010,16.8375,nan
5010,16.85,nan
5010,16.8625,nan
5010,16.875,nan
5010,16.8875,nan
5010,16.9,nan
5010,16.9125,nan
5010,16.925,nan
5010,16.9375,nan
5010,16.95,nan
5010,16.9625,nan
5010,16.975,nan
5010,16.9875,nan
5010,17,nan
5010,17.0125,nan
5010,17.025,nan
5010,17.0375,nan
5010,17.05,nan
5010,17.0625,nan
5010,17.075,nan
5010,17.0875,nan
5010,17.1,nan
5010,17.1125,nan
5010,17.125,nan
5010,17.1375,nan
5010,17.15,nan
5010,17.1625,nan
5010,17.175,nan
5010,17.1875,nan
5010,17.2,nan
5010,17.2125,nan
5010,17.225,nan
5010,17.2375,nan
5010,17.25,nan
5010,17.2625,nan
5010,17.275,nan
5010,17.2875,nan
5010,17.3,nan
5010,17.3125,nan
5010,17.325,nan
5010,17.3375,nan
5010,17.35,nan
5010,17.3625,nan
5010,17.375,nan
5010,17.3875,nan
5010,17.4,nan
5010,17.4125,nan
5010,17.425,nan
5010,17.4375,nan
5010,17.45,nan
5010,17.4625,nan
5010,17.475,nan
5010,17.4875,nan
5010,17.5,nan
5010,17.5125,nan
5010,17.525,nan
5010,17.5375,nan
5010,17.55,nan
5010,17.5625,nan
5010,17.575,nan
5010,17.5875,nan
5010,17.6,nan
5010,17.6125,nan
5010,17.625,nan
5010,17.6375,nan
5010,17.65,nan
5010,17.6625,nan
5010,17.675,nan
5010,17.6875,nan
5010,17.7,nan
5010,17.7125,nan
5010,17.725,nan
5010,17.7375,nan
5010,17.75,nan
5010,17.7625,nan
5010,17.775,nan
5010,17.7875,nan
5010,17.8,nan
5010,17.8125,nan
5010,17.825,nan
5010,17.8375,nan
5010,17.85,nan
5010,17.8625,nan
5010,17.875,nan
5010,17.8875,nan
5010,17.9,nan
5010,17.9125,nan
5010,17.925,nan
5010,17.9375,nan
5010,17.95,nan
5010,17.9625,nan
5010,17.975,nan
5010,17.9875,nan
5010,18,nan
5010,18.0125,nan
5010,18.025,nan
5010,18.0375,nan
5010,18.05,nan
5010,18.0625,nan
5010,18.075,nan
5010,18.0875,nan
5010,18.1,nan
5010,18.1125,nan
5010,18.125,nan
5010,18.1375,nan
5010,18.15,nan
5010,18.1625,nan
5010,18.175,nan
5010,18.1875,nan
5010,18.2,nan
5010,18.2125,nan
5010,18.225,nan
5010,18.2375,nan
5010,18.25,nan
5010,18.2625,nan
5010,18.275,nan
5010,18.2875,nan
5010,18.3,nan
5010,18.3125,nan
5010,18.325,nan
5010,18.3375,nan
5010,18.35,nan
5010,18.3625,nan
5010,18.375,nan
5010,18.3875,nan
5010,18.4,nan
5010,18.4125,nan
5010,18.425,nan
5010,18.4375,nan
5010,18.45,nan
5010,18.4625,nan
5010,18.475,nan
5010,18.4875,nan
5010,18.5,nan
5010,18.5125,nan
5010,18.525,nan
5010,18.5375,nan
5010,18.55,nan
5010,18.5625,nan
5010,18.575,nan
5010,18.5875,nan
5010,18.6,nan
5010,18.6125,nan
5010,18.625,nan
5010,18.6375,nan
5010,18.65,nan
5010,18.6625,nan
5010,18.675,nan
5010,18.6875,nan
5010,18.7,nan
5010,18.7125,nan
5010,18.725,nan
5010,18.7375,nan
5010,18.75,nan
5010,18.7625,nan
5010,18.775,nan
5010,18.7875,nan
5010,18.8,nan
5010,18.8125,nan
5010,18.825,nan
5010,18.8375,nan
5010,18.85,nan
5010,18.8625,nan
5010,18.875,nan
5010,18.8875,nan
5010,18.9,nan
5010,18.9125,nan
5010,18.925,nan
5010,18.9375,nan
5010,18.95,nan
5010,18.9625,nan
5010,18.975,nan
5010,18.9875,nan
5010,19,nan
5010,19.0125,nan
5010,19.025,nan
5010,19.0375,nan
5010,19.05,nan
5010,19.0625,nan
5010,19.075,nan
5010,19.0875,nan
5010,19.1,nan
5010,19.1125,nan
5010,19.125,nan
5010,19.1375,nan
5010,19.15,nan
5010,19.1625,nan
5010,19.175,nan
5010,19.1875,nan
5010,19.2,nan
5010,19.2125,nan
5010,19.225,nan
5010,19.2375,nan
5010,19.25,nan
5010,19.2625,nan
5010,19.275,nan
5010,19.2875,nan
5010,19.3,nan
5010,19.3125,nan
5010,19.325,nan
5010,19.3375,nan
5010,19.35,nan
5010,19.3625,nan
5010,19.375,nan
5010,19.3875,nan
5010,19.4,nan
5010,19.4125,nan
5010,19.425,nan
5010,19.4375,nan
5010,19.45,nan
5010,19.4625,nan
5010,19.475,nan
5010,19.4875,nan
5010,19.5,nan
5010,19.5125,nan
5010,19.525,nan
5010,19.5375,nan
5010,19.55,nan
5010,19.5625,nan
5010,19.575,nan
5010,19.5875,nan
5010,19.6,nan
5010,19.6125,nan
5010,19.625,nan
5010,19.6375,nan
5010,19.65,nan
5010,19.6625,nan
5010,19.675,nan
5010,19.6875,nan
5010,19.7,nan
5010,19.7125,nan
5010,19.725,nan
5010,19.7375,nan
5010,19.75,nan
5010,19.7625,nan
5010,19.775,nan
5010,19.7875,nan
5010,19.8,nan
5010,19.8125,nan
5010,19.825,nan
5010,19.8375,nan
5010,19.85,nan
5010,19.8625,nan
5010,19.875,nan
5010,19.8875,nan
5010,19.9,nan
5010,19.9125,nan
5010,19.925,nan
5010,19.9375,nan
5010,19.95,nan
5010,19.9625,nan
5010,19.975,nan
5010,19.9875,nan
5010,20,nan
5010,20.0125,nan
5010,20.025,nan
5010,20.0375,nan
5010,20.05,nan
5010,20.0625,nan
5010,20.075,nan
5010,20.0875,nan
5010,20.1,nan
5010,20.1125,nan
5010,20.125,nan
5010,20.1375,nan
5010,20.15,nan
5010,20.1625,nan
5010,20.175,nan
5010,20.1875,nan
5010,20.2,nan
5010,20.2125,nan
5010,20.225,nan
5010,20.2375,nan
5010,20.25,nan
5010,20.2625,nan
5010,20.275,nan
5010,20.2875,nan
5010,20.3,nan
5010,20.3125,nan
5010,20.325,nan
5010,20.3375,nan
5010,20.35,nan
5010,20.3625,nan
5010,20.375,nan
5010,20.3875,nan
5010,20.4,nan
5010,20.4125,nan
5010,20.425,nan
5010,20.4375,nan
5010,20.45,nan
5010,20.4625,nan
5010,20.475,nan
5010,20.4875,nan
5010,20.5,nan
5010,20.5125,nan
5010,20.525,nan
5010,20.5375,nan
5010,20.55,nan
5010,20.5625,nan
5010,20.575,nan
5010,20.5875,nan
5010,20.6,nan
5010,20.6125,nan
5010,20.625,nan
5010,20.6375,nan
5010,20.65,nan
5010,20.6625,nan
5010,20.675,nan
5010,20.6875,nan
5010,20.7,nan
5010,20.7125,nan
5010,20.725,nan
5010,20.7375,nan
5010,20.75,nan
5010,20.7625,nan
5010,20.775,nan
5010,20.7875,nan
5010,20.8,nan
5010,20.8125,nan
5010,20.825,nan
5010,20.8375,nan
5010,20.85,nan
5010,20.8625,nan
5010,20.875,nan
5010,20.8875,nan
5010,20.9,nan
5010,20.9125,nan
5010,20.925,nan
5010,20.9375,nan
5010,20.95,nan
5010,20.9625,nan
5010,20.975,nan
5010,20.9875,nan
5010,21,nan
5010,21.0125,nan
5010,21.025,nan
5010,21.0375,nan
5010,21.05,nan
5010,21.0625,nan
5010,21.075,nan
5010,21.0875,nan
5010,21.1,nan
5010,21.1125,nan
5010,21.125,nan
5010,21.1375,nan
5010,21.15,nan
5010,21.1625,nan
5010,21.175,nan
5010,21.1875,nan
5010,21.2,nan
5010,21.2125,nan
5010,21.225,nan
5010,21.2375,nan
5010,21.25,nan
5010,21.2625,nan
5010,21.275,nan
5010,21.2875,nan
5010,21.3,nan
5010,21.3125,nan
5010,21.325,nan
5010,21.3375,nan
5010,21.35,nan
5010,21.3625,nan
5010,21.375,nan
5010,21.3875,nan
5010,21.4,nan
5010,21.4125,nan
5010,21.425,nan
5010,21.4375,nan
5010,21.45,nan
5010,21.4625,nan
5010,21.475,nan
5010,21.4875,nan
5010,21.5,nan
5010,21.5125,nan
5010,21.525,nan
5010,21.5375,nan
5010,21.55,nan
5010,21.5625,nan
5010,21.575,nan
5010,21.5875,nan
5010,21.6,nan
5010,21.6125,nan
5010,21.625,nan
5010,21.6375,nan
5010,21.65,nan
5010,21.6625,nan
5010,21.675,nan
5010,21.6875,nan
5010,21.7,nan
5010,21.7125,nan
5010,21.725,nan
5010,21.7375,nan
5010,21.75,nan
5010,21.7625,nan
5010,21.775,nan
5010,21.7875,nan
5010,21.8,nan
5010,21.8125,nan
5010,21.825,nan
5010,21.8375,nan
5010,21.85,nan
5010,21.8625,nan
5010,21.875,nan
5010,21.8875,nan
5010,21.9,nan
5010,21.9125,nan
5010,21.925,nan
5010,21.9375,nan
5010,21.95,nan
5010,21.9625,nan
5010,21.975,nan
5010,21.9875,nan
5010,22,nan
5010,22.0125,nan
5010,22.025,nan
5010,22.0375,nan
5010,22.05,nan
5010,22.0625,nan
5010,22.075,nan
5010,22.0875,nan
5010,22.1,nan
5010,22.1125,nan
5010,22.125,nan
5010,22.1375,nan
5010,22.15,nan
5010,22.1625,nan
5010,22.175,nan
5010,22.1875,nan
5010,22.2,nan
5010,22.2125,nan
5010,22.225,nan
5010,22.2375,nan
5010,22.25,nan
5010,22.2625,nan
5010,22.275,nan
5010,22.2875,nan
5010,22.3,nan
5010,22.3125,nan
5010,22.325,nan
5010,22.3375,nan
5010,22.35,nan
5010,22.3625,nan
5010,22.375,nan
5010,22.3875,nan
5010,22.4,nan
5010,22.4125,nan
5010,22.425,nan
5010,22.4375,nan
5010,22.45,nan
5010,22.4625,nan
5010,22.475,nan
5010,22.4875,nan
5010,22.5,nan
5010,22.5125,nan
5010,22.525,nan
5010,22.5375,nan
5010,22.55,nan
5010,22.5625,nan
5010,22.575,nan
5010,22.5875,nan
5010,22.6,nan
5010,22.6125,nan
5010,22.625,nan
5010,22.6375,nan
5010,22.65,nan
5010,22.6625,nan
5010,22.675,nan
5010,22.6875,nan
5010,22.7,nan
5010,22.7125,nan
5010,22.725,nan
5010,22.7375,nan
5010,22.75,nan
5010,22.7625,nan
5010,22.775,nan
5010,22.7875,nan
5010,22.8,nan
5010,22.8125,nan
5010,22.825,nan
5010,22.8375,nan
5010,22.85,nan
5010,22.8625,nan
5010,22.875,nan
5010,22.8875,nan
5010,22.9,nan
5010,22.9125,nan
5010,22.925,nan
5010,22.9375,nan
5010,22.95,nan
5010,22.9625,nan
5010,22.975,nan
5010,22.9875,nan
5010,23,nan
5010,23.0125,nan
5010,23.025,nan
5010,23.0375,nan
5010,23.05,nan
5010,23.0625,nan
5010,23.075,nan
5010,23.0875,nan
5010,23.1,nan
5010,23.1125,nan
5010,23.125,nan
5010,23.1375,nan
5010,23.15,nan
5010,23.1625,nan
5010,23.175,nan
5010,23.1875,nan
5010,23.2,nan
5010,23.2125,nan
5010,23.225,nan
5010,23.2375,nan
5010,23.25,nan
5010,23.2625,nan
5010,23.275,nan
5010,23.2875,nan
5010,23.3,nan
5010,23.3125,nan
5010,23.325,nan
5010,23.3375,nan
5010,23.35,nan
5010,23.3625,nan
5010,23.375,nan
5010,23.3875,nan
5010,23.4,nan
5010,23.4125,nan
5010,23.425,nan
5010,23.4375,nan
5010,23.45,nan
5010,23.4625,nan
5010,23.475,nan
5010,23.4875,nan
5010,23.5,nan
5010,23.5125,nan
5010,23.525,nan
5010,23.5375,nan
5010,23.55,nan
5010,23.5625,nan
5010,23.575,nan
5010,23.5875,nan
5010,23.6,nan
5010,23.6125,nan
5010,23.625,nan
5010,23.6375,nan
5010,23.65,nan
5010,23.6625,nan
5010,23.675,nan
5010,23.6875,nan
5010,23.7,nan
5010,23.7125,nan
5010,23.725,nan
5010,23.7375,nan
5010,23.75,nan
5010,23.7625,nan
5010,23.775,nan
5010,23.7875,nan
5010,23.8,nan
5010,23.8125,nan
5010,23.825,nan
5010,23.8375,nan
5010,23.85,nan
5010,23.8625,nan
5010,23.875,nan
5010,23.8875,nan
5010,23.9,nan
5010,23.9125,nan
5010,23.925,nan
5010,23.9375,nan
5010,23.95,nan
5010,23.9625,nan
5010,23.975,nan
5010,23.9875,nan
5010,24,nan
5010,24.0125,nan
5010,24.025,nan
5010,24.0375,nan
5010,24.05,nan
5010,24.0625,nan
5010,24.075,nan
5010,24.0875,nan
5010,24.1,nan
5010,24.1125,nan
5010,24.125,nan
5010,24.1375,nan
5010,24.15,nan
5010,24.1625,nan
5010,24.175,nan
5010,24.1875,nan
5010,24.2,nan
5010,24.2125,nan
5010,24.225,nan
5010,24.2375,nan
5010,24.25,nan
5010,24.2625,nan
5010,24.275,nan
5010,24.2875,nan
5010,24.3,nan
5010,24.3125,nan
5010,24.325,nan
5010,24.3375,nan
5010,24.35,nan
5010,24.3625,nan
5010,24.375,nan
5010,24.3875,nan
5010,24.4,nan
5010,24.4125,nan
5010,24.425,nan
5010,24.4375,nan
5010,24.45,nan
5010,24.4625,nan
5010,24.475,nan
5010,24.4875,nan
5010,24.5,nan
5010,24.5125,nan
5010,24.525,nan
5010,24.5375,nan
5010,24.55,nan
5010,24.5625,nan
5010,24.575,nan
5010,24.5875,nan
5010,24.6,nan
5010,24.6125,nan
5010,24.625,nan
5010,24.6375,nan
5010,24.65,nan
5010,24.6625,nan
5010,24.675,nan
5010,24.6875,nan
5010,24.7,nan
5010,24.7125,nan
5010,24.725,nan
5010,24.7375,nan
5010,24.75,nan
5010,24.7625,nan
5010,24.775,nan
5010,24.7875,nan
5010,24.8,nan
5010,24.8125,nan
5010,24.825,nan
5010,24.8375,nan
5010,24.85,nan
5010,24.8625,nan
5010,24.875,nan
5010,24.8875,nan
5010,24.9,nan
5010,24.9125,nan
5010,24.925,nan
5010,24.9375,nan
5010,24.95,nan
5010,24.9625,nan
5010,24.975,nan
5010,24.9875,nan
5010,25,nan
5010,25.0125,nan
5010,25.025,nan
5010,25.0375,nan
5010,25.05,nan
5010,25.0625,nan
5010,25.075,nan
5010,25.0875,nan
5010,25.1,nan
5010,25.1125,nan
5010,25.125,nan
5010,25.1375,nan
5010,25.15,nan
5010,25.1625,nan
5010,25.175,nan
5010,25.1875,nan
5010,25.2,nan
5010,25.2125,nan
5010,25.225,nan
5010,25.2375,nan
5010,25.25,nan
5010,25.2625,nan
5010,25.275,nan
5010,25.2875,nan
5010,25.3,nan
5010,25.3125,nan
5010,25.325,nan
5010,25.3375,nan
5010,25.35,nan
5010,25.3625,nan
5010,25.375,nan
5010,25.3875,nan
5010,25.4,nan
5010,25.4125,nan
5010,25.425,nan
5010,25.4375,nan
5010,25.45,nan
5010,25.4625,nan
5010,25.475,nan
5010,25.4875,nan
5010,25.5,nan
5010,25.5125,nan
5010,25.525,nan
5010,25.5375,nan
5010,25.55,nan
5010,25.5625,nan
5010,25.575,nan
5010,25.5875,nan
5010,25.6,nan
5010,25.6125,nan
5010,25.625,nan
5010,25.6375,nan
5010,25.65,nan
5010,25.6625,nan
5010,25.675,nan
5010,25.6875,nan
5010,25.7,nan
5010,25.7125,nan
5010,25.725,nan
5010,25.7375,nan
5010,25.75,nan
5010,25.7625,nan
5010,25.775,nan
5010,25.7875,nan
5010,25.8,nan
5010,25.8125,nan
5010,25.825,nan
5010,25.8375,nan
5010,25.85,nan
5010,25.8625,nan
5010,25.875,nan
5010,25.8875,nan
5010,25.9,nan
5010,25.9125,nan
5010,25.925,nan
5010,25.9375,nan
5010,25.95,nan
5010,25.9625,nan
5010,25.975,nan
5010,25.9875,nan
5010,26,nan
5010,26.0125,nan
5010,26.025,nan
5010,26.0375,nan
5010,26.05,nan
5010,26.0625,nan
5010,26.075,nan
5010,26.0875,nan
5010,26.1,nan
5010,26.1125,nan
5010,26.125,nan
5010,26.1375,nan
5010,26.15,nan
5010,26.1625,nan
5010,26.175,nan
5010,26.1875,nan
5010,26.2,nan
5010,26.2125,nan
5010,26.225,nan
5010,26.2375,nan
5010,26.25,nan
5010,26.2625,nan
5010,26.275,nan
5010,26.2875,nan
5010,26.3,nan
5010,26.3125,nan
5010,26.325,nan
5010,26.3375,nan
5010,26.35,nan
5010,26.3625,nan
5010,26.375,nan
5010,26.3875,nan
5010,26.4,nan
5010,26.4125,nan
5010,26.425,nan
5010,26.4375,nan
5010,26.45,nan
5010,26.4625,nan
5010,26.475,nan
5010,26.4875,nan
5010,26.5,nan
5010,26.5125,nan
5010,26.525,nan
5010,26.5375,nan
5010,26.55,nan
5010,26.5625,nan
5010,26.575,nan
5010,26.5875,nan
5010,26.6,nan
5010,26.6125,nan
5010,26.625,nan
5010,26.6375,nan
5010,26.65,nan
5010,26.6625,nan
5010,26.675,nan
5010,26.6875,nan
